"Championnat de France Slalom des Clubs - 19140 Uzerche - Course individuelle | Finale - 2019-11-30","Course individuelle | Finale","2019-11-30","Championnats de France","171"
"Benoit Chantry","K1H","93.4","-","-","Course individuelle | Finale A"
"Romain Bruneau","K1H","101.81","-","-","Course individuelle | Finale A"
"Thomas Ukalovic","K1H","103.63","-","-","Course individuelle | Finale A"
"Lucie Prioux","C1D","111.07","-","-","Course individuelle | Finale B"
"Charlotte Abba","C1D","129.64","-","-","Course individuelle | Finale B"
"Camille De Araujo","C1D","140.27","-","-","Course individuelle | Finale B"
"Zoe Bruchon","C1D","148.98","-","-","Course individuelle | Finale B"
"Elise Masseline","C1D","158.08","-","-","Course individuelle | Finale B"
"Celia Jodar","C1D","201.1","-","-","Course individuelle | Finale B"
"Ilhame Siraj","C1D","204.16","-","-","Course individuelle | Finale B"
"Kelly Capitaine","C1D","371.79","-","-","Course individuelle | Finale B"
"Alexia Evrard","C1D","Abd","-","-","Course individuelle | Finale B"
"Benoit Chantry","C1H","103.3","-","-","Course individuelle | Finale B"
"Marin Salmon","C1H","108.65","-","-","Course individuelle | Finale B"
"Raphael Lassechere","C1H","108.97","-","-","Course individuelle | Finale B"
"Vincent Delahaye","C1H","109.07","-","-","Course individuelle | Finale B"
"Mathis Poree","C1H","115.51","-","-","Course individuelle | Finale B"
"Frederic Momot","C1H","119.07","-","-","Course individuelle | Finale B"
"Quentin Angot","C1H","121.95","-","-","Course individuelle | Finale B"
"Gaspard Trichard","C1H","122.57","-","-","Course individuelle | Finale B"
"Julien Fougeron","C1H","124.23","-","-","Course individuelle | Finale B"
"Jeremie Jousseaume","C1H","125.04","-","-","Course individuelle | Finale B"
"Loic Dufour","C1H","129.82","-","-","Course individuelle | Finale B"
"Andy Barat","C1H","131.27","-","-","Course individuelle | Finale B"
"Mathis Pomares","C1H","142.48","-","-","Course individuelle | Finale B"
"Roman Souffez","C1H","143.79","-","-","Course individuelle | Finale B"
"Axel Brin","C1H","151.41","-","-","Course individuelle | Finale B"
"Fabien Bonvalet","C1H","173.75","-","-","Course individuelle | Finale B"
"Thomas Bersinger-Edgar Prigent","C2H","123.29","-","-","Course individuelle | Finale B"
"Romain Branjauneau-Axel Brin","C2H","136.95","-","-","Course individuelle | Finale B"
"Gurgen Brun-Simon Tourtois","C2H","137.35","-","-","Course individuelle | Finale B"
"Nicolas Baudoin-Owen Merpillat","C2H","142.29","-","-","Course individuelle | Finale B"
"Julien Fougeron-Loic Dufour","C2H","149.22","-","-","Course individuelle | Finale B"
"Pascal Marrec-Roman Souffez","C2H","152.27","-","-","Course individuelle | Finale B"
"Nicolas Candieu-Mathis Pomares","C2H","152.29","-","-","Course individuelle | Finale B"
"Lucas Augu-Theo Douady","C2H","159.53","-","-","Course individuelle | Finale B"
"Vincent Laclide-Antoine Sapin","C2H","165.83","-","-","Course individuelle | Finale B"
"Florian Perenchio-Axel Colin","C2H","169.55","-","-","Course individuelle | Finale B"
"Jacques Nardeau-Clement Brault","C2H","186.5","-","-","Course individuelle | Finale B"
"Jeremie Jousseaume-Andy Barat","C2H","203.2","-","-","Course individuelle | Finale B"
"Etienne Nardeau-Robin Le Mazurier","C2H","209.74","-","-","Course individuelle | Finale B"
"Melvin Queudeville-Ibrahim Ben-belgacem","C2H","301.58","-","-","Course individuelle | Finale B"
"Noe Perreau-Xavier Perreau","C2H","Abs","-","-","Course individuelle | Finale B"
"Vincent Laclide-Zoe Malval","C2M","139.47","-","-","Course individuelle | Finale B"
"Hortense Alexis-Christophe Marechal","C2M","145.88","-","-","Course individuelle | Finale B"
"Bertrand Avril-Elise Masseline","C2M","152.67","-","-","Course individuelle | Finale B"
"Enrick Cunsolo-Charlotte Doucet","C2M","161.08","-","-","Course individuelle | Finale B"
"Terence Saramandif-Doriane Saramandif","C2M","161.39","-","-","Course individuelle | Finale B"
"Alexandre Paulais-Marie Alexis","C2M","161.54","-","-","Course individuelle | Finale B"
"Matthieu Walfard-Alyssa Lhomme","C2M","166.54","-","-","Course individuelle | Finale B"
"Camille De Araujo-Loan Battistuzzi","C2M","167.97","-","-","Course individuelle | Finale B"
"Florence Marchal-Jacques Nardeau","C2M","184.33","-","-","Course individuelle | Finale B"
"Julien Darcillon-Jeanne Bonthonnou","C2M","228.08","-","-","Course individuelle | Finale B"
"Andreas Dupuy-Souhayla Khattabi","C2M","235.52","-","-","Course individuelle | Finale B"
"Adele Charlaigre-Xavier Perreau","C2M","575.49","-","-","Course individuelle | Finale B"
"Emilie Chamouleau-Pierre Giudicelli","C2M","Abd","-","-","Course individuelle | Finale B"
"Gerard Menissier-Helene Hincelin","C2M","Abd","-","-","Course individuelle | Finale B"
"Emilie Delahaye-Ibrahim Ben-belgacem","C2M","Abs","-","-","Course individuelle | Finale B"
"Manon Durand","K1D","121.75","-","-","Course individuelle | Finale B"
"Emilie Chamouleau","K1D","126.14","-","-","Course individuelle | Finale B"
"Zoe Malval","K1D","131.25","-","-","Course individuelle | Finale B"
"Nina Pesce-roue","K1D","131.26","-","-","Course individuelle | Finale B"
"Lucie Bercon","K1D","139.38","-","-","Course individuelle | Finale B"
"Marianne Bercon","K1D","139.53","-","-","Course individuelle | Finale B"
"Souhayla Khattabi","K1D","140.92","-","-","Course individuelle | Finale B"
"Juna Marquet","K1D","142.2","-","-","Course individuelle | Finale B"
"Ilhame Siraj","K1D","148.98","-","-","Course individuelle | Finale B"
"Lynn Giordano Bobee","K1D","153.29","-","-","Course individuelle | Finale B"
"Florence Marchal","K1D","164.98","-","-","Course individuelle | Finale B"
"Kelly Capitaine","K1D","180.22","-","-","Course individuelle | Finale B"
"Zeph Scamps","K1H","94.77","-","-","Course individuelle | Finale B"
"Emmanuel Walczak","K1H","94.9","-","-","Course individuelle | Finale B"
"Andreas Dupuy","K1H","97.91","-","-","Course individuelle | Finale B"
"Melvin Queudeville","K1H","102.53","-","-","Course individuelle | Finale B"
"Romain Branjauneau","K1H","108.79","-","-","Course individuelle | Finale B"
"Quentin Angot","K1H","110.13","-","-","Course individuelle | Finale B"
"Theo Douady","K1H","114.19","-","-","Course individuelle | Finale B"
"Nicolas Candieu","K1H","118.15","-","-","Course individuelle | Finale B"
"Bertrand Avril","K1H","120.65","-","-","Course individuelle | Finale B"
"Tanguy Rolland","K1H","124.09","-","-","Course individuelle | Finale B"
"Valentin Rolland","K1H","126.05","-","-","Course individuelle | Finale B"
"Francois Bonthonnou","K1H","126.57","-","-","Course individuelle | Finale B"
"Pierre Giudicelli","K1H","140.59","-","-","Course individuelle | Finale B"
"Enrick Cunsolo","K1H","148.75","-","-","Course individuelle | Finale B"
"Denis Guilmard","K1H","152.1","-","-","Course individuelle | Finale B"
"Noe Perreau","K1H","Abs","-","-","Course individuelle | Finale B"
